democracy,pcgnp
0,.0869999588477366
0,.0869999588477366
0,.0889999588477366
0,.09
0,.1129999588477366
0,.1169999588477366
0,.1169999588477366
0,.1199999588477366
0,.1229999588477366
0,.1269999588477366
5.4,.1289999588477366
0,.1289999588477366
1,.1309999588477366
8.199999999999999,.1349999588477366
0,.1349999588477366
0,.1369999588477366
0,.1399999588477366
0,.1399999588477366
0,.1409999588477366
0,.1419999588477366
0,.1439999588477366
0,.1469999588477366
0,.1469999588477366
0,.1469999588477366
0,.1469999588477366
0,.1469999588477366
0,.1469999588477366
0,.1469999588477366
0,.1479999588477366
0,.1479999588477366
0,.1499999588477366
0,.1499999588477366
0,.1509999588477366
0,.1519999588477366
0,.1519999588477366
0,.1529999588477366
0,.1539999588477366
0,.1539999588477366
0,.1549999588477366
0,.1559999588477366
0,.1569999588477366
.4,.1569999588477366
0,.1569999588477366
0,.1589999588477366
0,.1599999588477366
0,.1599999588477366
0,.1599999588477366
.4,.1599999588477366
0,.1599999588477366
0,.1609999588477366
4.2,.1639999588477366
4.2,.1639999588477366
0,.1649999588477366
0,.1699999588477366
0,.1699999588477366
0,.1699999588477366
0,.1699999588477366
0,.1709999588477366
0,.1729999588477366
.1,.1739999588477366
0,.1739999588477366
8.5,.1769999588477366
0,.1779999588477366
0,.18
0,.18
0,.1809999588477366
0,.1819999588477366
0,.1819999588477366
0,.1829999588477366
0,.1859999588477366
0,.187
0,.1899999588477366
0,.1899999588477366
0,.1909999588477366
0,.1909999588477366
0,.1949999588477366
0,.1959999588477366
12.7,.2
0,.2009999588477366
0,.2009999588477366
0,.2019999588477366
0,.2029999588477366
0,.2099999588477366
0,.2099999588477366
0,.2099999588477366
0,.2099999588477366
0,.2159999588477366
0,.2179999588477366
0,.2209999588477366
0,.2219999588477366
.4,.2259999588477366
0,.2269999588477366
.4,.2279999588477366
0,.2289999588477366
0,.2289999588477366
0,.2289999588477366
0,.2299999588477366
1.2,.2299999588477366
17,.2299999588477366
0,.2309999588477366
0,.2309999588477366
0,.2339999588477366
0,.2349999588477366
0,.2349999588477366
0,.2369999588477366
0,.2369999588477366
0,.2379999588477366
0,.2389999588477366
0,.2399999588477366
16.8,.2399999588477366
0,.2399999588477366
2,.2399999588477366
0,.2399999588477366
0,.2409999588477366
.4,.2429999588477366
0,.2429999588477366
0,.2439999588477366
0,.2449999588477366
17,.2449999588477366
0,.2449999588477366
0,.2469999588477366
0,.2479999588477366
0,.2499999588477366
7.6,.2499999588477366
0,.2499999588477366
0,.2559999588477366
8.5,.2559999588477366
0,.2559999588477366
0,.2569999588477366
0,.2579999588477366
0,.2579999588477366
.4,.2599999588477366
17,.2599999588477366
17,.2619999588477366
2,.2639999588477366
0,.2649999588477366
10,.2649999588477366
0,.2659999588477366
16.2,.2659999588477366
0,.2659999588477366
2,.2669999588477366
16.2,.2689999588477366
0,.2699999588477366
2,.2699999588477366
0,.2709999588477366
0,.2709999588477366
0,.272
16.2,.272
8.5,.2739999588477366
0,.2749999588477366
0,.2749999588477366
0,.2759999588477366
0,.2769999588477366
0,.2779999588477367
0,.2779999588477367
5.3,.2789999588477367
0,.2819999588477366
0,.2829999588477366
1,.2839999588477366
0,.2849999588477366
0,.2879999588477366
0,.2889999588477366
10,.2889999588477366
0,.2899999588477366
0,.2899999588477366
0,.2919999588477366
8.5,.2919999588477366
0,.2929999588477366
0,.2939999588477366
0,.2939999588477366
10,.2939999588477366
.4,.2949999588477366
2.1,.2969999588477366
0,.2979999588477366
0,.2989999588477366
0,.2989999588477366
.3,.3
5.3,.3
0,.3
0,.3
0,.3
0,.3029999588477366
0,.3049999588477366
0,.3059999588477366
1,.3059999588477366
0,.3069999588477366
0,.3079999588477366
.3,.3099999588477366
0,.3099999588477366
16.8,.3099999588477366
0,.3109999588477366
0,.3109999588477366
0,.3129999588477366
8.5,.3129999588477366
16.2,.3139999588477366
0,.3149999588477366
0,.3169999588477366
0,.3169999588477366
.3,.3199999588477366
18.6,.3199999588477366
0,.3199999588477366
0,.3199999588477366
0,.3209999588477366
0,.3219999588477366
0,.3219999588477366
0,.3219999588477366
0,.323
10,.323
0,.323
0,.323
0,.3239999588477366
0,.3249999588477366
0,.3259999588477366
0,.3259999588477366
18.6,.3259999588477366
2,.3279999588477366
0,.3279999588477366
1.6,.3289999588477366
0,.33
0,.33
8.5,.33
0,.33
0,.3309999588477366
0,.3329999588477366
0,.3379999588477366
0,.3389999588477366
0,.3399999588477366
.1,.3399999588477366
0,.3399999588477366
0,.3399999588477366
0,.3399999588477366
0,.3459999588477366
0,.3469999588477366
0,.3469999588477366
2.3,.3479999588477366
0,.3489999588477366
0,.3499999588477366
0,.3499999588477366
0,.3499999588477366
0,.351
0,.351
0,.351
16.8,.3539999588477366
0,.3579999588477366
0,.3579999588477366
7.7,.3589999588477366
1.2,.3589999588477366
0,.36
0,.36
10,.36
0,.3609999588477366
2.3,.3659999588477366
0,.3689999588477366
0,.3689999588477366
0,.3699999588477366
.3,.3699999588477366
0,.3709999588477366
9.699999999999999,.372
.8,.3779999588477366
2.4,.3799999588477366
0,.3799999588477366
0,.381
0,.3819999588477366
9.699999999999999,.3839999588477366
0,.3849999588477366
2.9,.3859999588477366
0,.388
0,.3899999588477366
2.1,.3909999588477366
11.7,.3929999588477366
.1,.3929999588477366
0,.3939999588477366
0,.3959999588477366
0,.397
0,.3989999588477366
2.4,.4
18.6,.4
0,.4009999176954733
18.6,.4019999588477366
.1,.4039999588477367
18.6,.4049999588477367
1.6,.4059999176954733
1.6,.4059999176954733
1.6,.4059999176954733
18.6,.4089999588477366
15,.4099999588477366
.1,.4109999588477366
0,.4119999588477366
0,.4139999588477366
0,.4139999588477366
0,.4139999588477366
2.9,.4159999588477366
.3,.4179999588477366
0,.4219999176954732
7.6,.4219999176954732
0,.4229999588477366
0,.4229999588477366
2.9,.4259999588477366
16.8,.4379999588477366
1.6,.4399999588477366
2.4,.4399999588477366
0,.4419999588477366
1.2,.4429999176954733
.3,.4439999588477366
0,.4439999588477366
0,.4449999176954733
0,.4459999588477366
2.9,.4459999588477366
7.7,.4499999176954733
8.199999999999999,.4509999588477366
16.8,.4509999588477366
0,.4519999176954733
1.6,.4559999588477366
0,.4559999588477366
7.7,.4579999588477366
0,.4599999588477366
2.4,.4599999588477366
1.1,.4599999588477366
0,.4609999588477366
0,.4659999176954733
0,.4669999588477367
0,.4669999588477367
16.8,.4679999588477367
0,.4689999588477367
1.6,.4699999588477366
.3,.4699999588477366
3.3,.4709999176954732
0,.4719999588477366
3.3,.4759999588477366
0,.4789999588477366
3.3,.4799999176954732
0,.4799999176954732
0,.4799999176954732
0,.4819999588477366
0,.4869999176954732
0,.4889999588477366
14.2,.4899999588477366
0,.4899999588477366
1.1,.4909999588477366
0,.4959999588477366
19.2,.4999999588477366
0,.5009999588477366
0,.503
1.1,.5049999588477366
0,.5049999588477366
0,.5049999588477366
1.6,.507
0,.508
15,.5099999588477366
0,.5099999588477366
2.4,.5099999588477366
0,.5149999588477366
0,.5199999588477366
0,.523
1.2,.527
7.6,.5349999588477367
1.1,.5349999588477367
14.2,.5409999588477367
8.300000000000001,.5419999588477367
1.1,.5479999176954733
15,.5499999588477367
1.1,.5499999588477367
0,.5509999588477367
14.2,.5529999176954733
0,.5569999176954733
1.2,.5609999588477367
0,.5619999176954733
5,.5679999588477366
15,.5699999176954732
1.6,.5699999176954732
.7,.5719999588477366
0,.5779999176954732
5,.5789999176954732
11.7,.5789999176954732
19.2,.5799999176954732
17,.5889999176954732
19.2,.5899998765432098
17,.5899998765432098
12.3,.5919999176954732
16.8,.5969999176954732
0,.5979999176954732
12.3,.6
0,.6
19.2,.6
1,.6029999588477366
1,.6039999176954732
1,.6039999176954732
1.1,.6039999176954732
0,.6079999176954732
4,.609
0,.6099999588477366
0,.6189999588477366
4,.6199999588477366
4,.6299999588477366
0,.6329999588477366
0,.6349999176954733
12.3,.6399999176954733
0,.6399999176954733
2.9,.6439999176954733
14.2,.6469999588477366
12.3,.6469999588477366
14.2,.6549999176954733
0,.6599999588477367
14.2,.6599999588477367
.3,.6719999588477367
0,.6729999176954733
25.3,.6769999588477367
0,.6779999176954733
12.3,.6799999588477367
0,.6819999588477367
8.300000000000001,.6819999588477367
.3,.6849999588477367
1,.6859999588477367
14.2,.6889999588477366
18.7,.6899999588477366
3.5,.6909999588477366
0,.6999999588477366
0,.7019999588477366
0,.7049999176954732
0,.7069999588477366
0,.7089999176954732
1,.7139999176954732
0,.7149999176954732
0,.7159999588477366
14.1,.7179999176954732
25.3,.7179999176954732
.3,.7179999176954732
17.3,.7209999588477366
5,.7239999176954732
0,.7249999588477366
0,.7279999176954732
3.5,.7309999176954732
0,.7309999176954732
8.300000000000001,.7329999176954732
0,.734
.3,.734
0,.7429999176954732
0,.7429999176954732
14.1,.744
0,.744
.3,.7489999588477366
0,.7489999588477366
17.3,.7519999176954733
25.3,.7579999588477366
5,.7589999588477366
0,.7599999588477366
25.3,.762
0,.7669999588477366
0,.7669999588477366
14.1,.7689999176954733
3.5,.7699999176954733
.3,.7699999176954733
0,.7749999176954733
5.1,.7829999176954733
14.1,.7839999176954733
0,.7859999588477367
0,.7899999588477367
1,.7899999588477367
0,.7899999588477367
5,.7899999588477367
32.8,.7939999588477367
4.3,.7989999588477367
4.3,.8099999176954733
21.9,.8109999176954733
17.3,.8119998765432099
6.6,.8139999176954732
4.3,.8139999176954732
18.7,.8159998765432098
14.1,.8199999176954732
13.6,.8209998765432098
21.9,.8259998765432098
0,.8289999176954732
1,.8309998765432098
13.6,.8309998765432098
0,.8339999176954732
0,.8369999588477366
13.6,.8399999176954732
25.3,.8399999176954732
0,.8449999588477366
14.8,.8449999588477366
14.8,.8449999588477366
0,.8469999588477366
0,.8689999176954732
1,.8719998765432099
4.1,.8799999176954733
4.1,.8829999176954733
4.1,.8859998765432099
5.1,.8879999176954733
0,.8929999176954733
0,.8939999176954733
0,.8979999176954733
0,.9019999588477366
0,.9029999588477367
0,.9139999176954733
0,.9189999588477367
4.1,.9189999588477367
0,.9199999588477367
2.9,.9209999588477367
17,.9229999176954733
0,.9239999588477367
13.6,.9249999588477367
6.9,.9279999176954733
0,.9349999176954733
16.8,.9399999176954732
14.3,.9399999176954732
0,.9399999176954732
14.8,.9449999176954732
0,.9499999176954732
0,.9499999176954732
0,.9519999176954732
6.9,.9559998765432098
0,.9699999588477366
0,.9749999588477366
2.9,.9799999588477366
6.9,.9829999176954732
12.8,.9839999588477366
14.3,.9879999176954732
0,.9899999588477366
0,.9929999176954732
14.6,.9929999176954732
0,.9989999588477366
0,1
0,1
0,1.006
26.2,1.011
0,1.014
18.2,1.016
0,1.018
17,1.029999958847737
14.3,1.034999958847737
2.9,1.037999958847737
14.8,1.044
14.6,1.049
12.7,1.055999958847737
0,1.062
12.7,1.064
12.7,1.065999958847737
14.6,1.069
0,1.07
0,1.070999958847737
0,1.077999917695473
18.2,1.08
0,1.095
5.6,1.095999917695473
12.8,1.096999958847737
17,1.103
2.9,1.105
0,1.105999917695473
22.7,1.108
0,1.108
15.3,1.11
0,1.115
5.6,1.118
0,1.118999917695473
0,1.121
2.9,1.124999958847737
26.2,1.131
10.2,1.131
12.7,1.133
0,1.139999958847737
14.6,1.142999958847737
0,1.147999958847737
15.3,1.152999958847737
0,1.154
0,1.156
22.7,1.156
0,1.156999917695473
0,1.166
0,1.169999917695473
15.5,1.174999917695473
0,1.179999917695473
6.9,1.182
14.6,1.184999917695473
22.7,1.185999958847737
0,1.19
0,1.195999958847737
0,1.2
11.6,1.21
12.7,1.21
0,1.216999958847737
15.5,1.218
6.6,1.225
0,1.230999917695473
0,1.234999958847737
18.8,1.249999958847737
9.9,1.251
15,1.256999917695473
0,1.257999958847737
17,1.259999958847737
22.7,1.264
0,1.274
12.8,1.276
0,1.284999917695473
10.2,1.289999917695473
6.6,1.292
14.6,1.292999958847737
14.6,1.299999917695473
0,1.300999958847737
0,1.309
3.1,1.309999917695473
9.9,1.315999958847737
0,1.318999958847737
6,1.318999958847737
0,1.325999958847737
0,1.327
3.5,1.345999917695473
14.6,1.35
0,1.35
0,1.35
0,1.356999958847737
6,1.358
18.2,1.361999958847737
12.9,1.378
12.9,1.379999958847737
0,1.386
1.7,1.388
0,1.391
11.6,1.409
12.9,1.409
0,1.409999917695473
18.2,1.409999917695473
11.6,1.414999917695473
0,1.417
11.6,1.419999917695473
0,1.419999917695473
7.8,1.448999958847737
12.8,1.455
21.2,1.45799987654321
5,1.463999917695473
0,1.479999958847737
.2,1.48099987654321
20.8,1.501999958847737
3.5,1.508
21.2,1.519999958847737
0,1.521999917695473
0,1.523
12.9,1.527999958847737
0,1.565
6,1.569999958847736
.2,1.58099987654321
0,1.6
0,1.604999958847737
2.5,1.613999917695473
7.9,1.616
11.5,1.623
6.8,1.628999917695473
4.6,1.63699987654321
27.3,1.637999958847737
.2,1.65199987654321
0,1.654999917695473
0,1.665999917695473
3.5,1.669999917695473
.2,1.674999917695473
.2,1.679999917695473
0,1.679999917695473
0,1.69
1.3,1.69
4.6,1.703999917695473
11.5,1.726999917695473
0,1.734999958847737
1.3,1.738
7,1.769999917695473
1.3,1.770999958847737
18.3,1.785999958847737
0,1.78699987654321
18.3,1.788999958847737
4.6,1.792999917695473
18.3,1.80299987654321
7.8,1.808999917695473
18.3,1.81599987654321
0,1.81799987654321
0,1.81799987654321
11.3,1.829999958847737
12.3,1.831999917695473
0,1.836999958847737
2.5,1.839999958847736
0,1.851999917695473
0,1.86099987654321
0,1.863999917695473
12.3,1.864999958847737
14.3,1.874999917695473
11.3,1.875999958847737
0,1.890999958847737
38.2,1.89999987654321
0,1.910999958847737
14.3,1.912999917695473
0,1.912999917695473
0,1.919999917695473
20.8,1.922999917695473
1.3,1.92499987654321
0,1.92999987654321
18.3,1.949999958847737
0,1.954999958847737
14.8,1.964999958847736
2.5,1.978
0,1.979999958847737
11.3,1.988999917695473
0,1.998999917695473
3.8,2.002
24.1,2.029999958847736
7.8,2.032
14.8,2.058
7.8,2.062999958847737
3.8,2.071
0,2.072999917695473
2,2.07699987654321
.3,2.091
15.3,2.108
11.3,2.111999958847737
0,2.115
2.5,2.12599987654321
7.8,2.14
14.8,2.15
7.9,2.154
0,2.16
8,2.16
.3,2.176
0,2.21
14.8,2.255
.3,2.259999958847737
38.2,2.267999835390946
30.2,2.269999958847737
2.8,2.272
.3,2.299999917695473
0,2.308
30.2,2.33999987654321
2,2.344
0,2.358
0,2.361
24.1,2.37299987654321
1.3,2.387
28.7,2.39299987654321
2.8,2.397
24.1,2.400999958847737
2.8,2.417999917695473
2,2.423999958847737
24.1,2.427999917695473
28.7,2.437
38.2,2.438999835390947
24.1,2.46799987654321
28.7,2.479999958847737
32,2.483999917695473
2.1,2.497999835390947
0,2.499999958847737
0,2.506
0,2.516
2,2.558999958847737
2.1,2.575999917695473
0,2.581
1.7,2.589999835390946
2,2.611
1.7,2.624999958847737
33.4,2.627999958847737
38.2,2.635999835390947
17.3,2.64
0,2.650999958847737
2.1,2.653999958847737
7.9,2.66
7.9,2.677999917695473
2.1,2.68199987654321
2,2.729999958847737
0,2.790999835390946
0,2.84299987654321
7.9,2.85299987654321
0,2.880999958847736
17.3,2.92199987654321
0,2.989999958847736
7.9,3.026999917695473
22.9,3.049
0,3.059999917695473
0,3.10999987654321
1.1,3.16
0,3.161
31.4,3.23499987654321
19.3,3.301
1.1,3.305999958847737
0,3.325
17.3,3.338999958847737
0,3.397999958847737
31.4,3.40199987654321
30.2,3.405999835390947
0,3.418999835390947
0,3.44
.1,3.466999958847737
11.2,3.496
27.1,3.497999835390947
31.4,3.499999958847737
1.1,3.500999917695473
30.8,3.506999958847737
15.1,3.51799987654321
31.4,3.568
1.1,3.571
22.7,3.571
30.8,3.597999958847736
31.4,3.597999958847736
0,3.658999835390946
30.8,3.7
.1,3.709999958847737
0,3.710999917695473
20.1,3.726
.1,3.749999958847737
17.3,3.756
.1,3.772999917695473
30.8,3.782
31.4,3.78999987654321
1.6,3.798
22.7,3.839999835390946
22.7,3.849999835390947
1.1,3.851
0,3.928999835390947
30.3,3.93199987654321
0,3.974999835390947
20.1,3.98799987654321
31.9,3.989
.1,4.014999835390946
0,4.019999958847737
1.6,4.024
17.3,4.026999917695473
22.7,4.032
30.3,4.17
31.9,4.195
0,4.199999794238683
0,4.218999835390947
20.1,4.249999958847736
0,4.251999835390946
30.3,4.272998765432098
30.3,4.276999917695473
.1,4.27899975308642
0,4.361
32.2,4.383999794238683
5.9,4.42199987654321
34.7,4.445
22.7,4.486999917695473
0,4.543
.1,4.564
34.7,4.617
0,4.63399975308642
34.7,4.675
0,4.69
0,4.69
28.1,4.78
28.1,4.808
0,4.834
30,4.869999794238683
1.6,4.888999835390947
0,4.954999835390947
26.6,4.977
0,4.986999917695473
0,5.018
28.1,5.02799987654321
26.6,5.03
0,5.033999917695473
27.3,5.052
24.2,5.07399987654321
15.1,5.09499975308642
26.6,5.111
21.5,5.124
26.6,5.155
0,5.159999835390947
.1,5.177
0,5.179999794238683
26.6,5.197999917695474
5.9,5.201
0,5.229
28.9,5.248
14.3,5.268
0,5.289999917695473
0,5.364998765432099
28.1,5.36999987654321
30.8,5.42
31.9,5.446999958847736
30.8,5.44999975308642
31.3,5.46
0,5.46799987654321
0,5.526
0,5.539999917695473
30.8,5.543
31.3,5.55
21.5,5.58599987654321
32.2,5.635
14.4,5.659999794238683
0,5.681
0,5.757999876543209
.1,5.789999876543209
14.4,5.789999876543209
16.6,5.814
0,5.821
0,5.83099975308642
0,5.847
0,5.867999958847737
0,5.89699975308642
32.4,5.914999917695473
0,5.914999917695473
0,5.969998765432099
5.9,5.979999958847737
0,6.026
32.4,6.047999835390947
16.6,6.05399987654321
0,6.064
32.4,6.181
0,6.211999835390946
0,6.232999753086419
0,6.267
0,6.36999987654321
0,6.385
0,6.429999753086419
0,6.478
16.6,6.532
43.7,6.548998765432099
15.6,6.59
0,6.591
5.9,6.652999794238683
0,6.688
40.1,6.749999958847736
.1,6.783999835390946
0,6.821999917695473
16.6,6.833
16.6,6.84
40.1,6.880999958847736
43.7,6.900999958847737
.1,7.01
40.1,7.012
12.2,7.045
.1,7.09499975308642
15.6,7.11
34,7.114998765432099
.1,7.118
12.2,7.223999958847736
.1,7.225999794238684
28,7.322999917695474
28.9,7.368999917695473
12.2,7.40199987654321
.1,7.427
34,7.593999794238683
35.1,7.709
32.7,7.727
.1,7.769
35.1,7.883998765432099
0,7.892
12.2,7.928999835390947
.1,7.994999835390947
0,8.016999999999999
35.1,8.039999958847737
34,8.072999917695473
43.7,8.116
0,8.149998765432098
15.6,8.189998765432099
0,8.20499987654321
0,8.211
32.4,8.345998765432098
0,8.366998765432099
.1,8.401999999999999
.1,8.442
0,8.470000000000001
0,8.473999917695473
.1,8.561999999999999
43.7,8.569998765432098
31.3,8.616
44.2,8.757999999999999
.1,8.807998765432099
31.3,8.812998765432098
15.6,8.939998765432099
28,8.975
31.3,9.008999794238683
43.3,9.027999876543209
0,9.111000000000001
44.2,9.11999987654321
0,9.135
31.3,9.170998765432099
0,9.177
31.4,9.211999835390946
33.5,9.218
33.5,9.244999835390946
0,9.266999999999999
43.3,9.298
40.1,9.391999999999999
31.4,9.397
15.6,9.51
28,9.5129987654321
31.4,9.579999835390947
40.1,9.626999794238683
0,9.647998765432099
33.5,9.701998765432098
31.2,9.829999835390947
40,9.861000000000001
40.1,9.869
0,9.880000000000001
31,9.94299975308642
0,10.01
28,10.05
29.3,10.0579987654321
0,10.119
41.3,10.152
25.8,10.154
36.5,10.159
25.6,10.159
31.2,10.1689987654321
33.7,10.24499983539095
19.3,10.3
25.8,10.3
26.3,10.333
0,10.40099995884774
28.3,10.48099987654321
31.2,10.508
44.2,10.53999991769547
41.3,10.569
31.9,10.5819987654321
26.3,10.59199991769547
41.3,10.725
25.6,10.74499983539095
.1,10.7489987654321
40.1,10.7799987654321
42.2,10.85
39.2,10.9849987654321
41.3,10.986
30.9,10.99499983539095
42.2,11.09
31,11.22
41.3,11.27099987654321
44.2,11.2819987654321
25.6,11.32999987654321
18.7,11.347
39.7,11.399
39.2,11.40299983539095
41.7,11.449
28.5,11.51399991769547
39.2,11.517
28.3,11.52
40.9,11.538
25.8,11.555
33,11.5699987654321
41.3,11.807
28.3,11.838
35,12.00899979423868
33,12.012
35.9,12.0229987654321
39.2,12.04899975308642
35,12.07499979423868
33.2,12.0909987654321
35,12.14
32.5,12.156
41.7,12.178
0,12.19299979423868
18.7,12.2539987654321
35.2,12.2799987654321
25.6,12.284
40.9,12.32999987654321
41.3,12.343
36.3,12.357
0,12.39599987654321
40.9,12.41699975308642
36.3,12.444
33,12.454
0,12.484
38.2,12.5039987654321
25.1,12.80899991769547
35.2,12.84
0,12.902
41.7,12.9069987654321
36.9,13.0459987654321
44.1,13.1169987654321
18.7,13.15999983539095
25,13.24999995884774
32.8,13.357
35.2,13.399
0,13.60099979423868
25,13.687
36.9,13.734
31.5,13.784
38.5,13.829
0,13.85
36.3,13.8599987654321
37.3,13.911
37.3,13.96199979423868
38.5,14.00699995884774
33.7,14.03299995884774
25,14.1239987654321
18.7,14.17199991769547
31.7,14.26
31.7,14.279
44.7,14.2939987654321
31.7,14.29699987654321
38.5,14.3
38.5,14.34399983539095
31.7,14.56599991769547
40,14.60599991769547
37.1,14.727
31.5,14.762
0,15.062
37.1,15.109
33.7,15.239
0,15.2489987654321
0,15.4799987654321
36.5,15.51399991769547
25,15.53999991769547
16.1,15.541
31.5,15.7399987654321
41.2,15.8059987654321
23.1,16.065
21.6,16.1879987654321
23.1,16.26399991769547
0,16.308
0,16.3239987654321
33.7,16.444
16.1,16.51
21.6,16.51399991769547
0,16.523
0,16.7169987654321
21.6,16.84
23.1,16.937
16.1,17.478
0,17.5489987654321
41.2,17.7649987654321
23.1,17.808
0,18.184
39.1,18.48299975308642
16.1,18.5949987654321
36.9,18.6809987654321
46.4,18.96199979423868
25.1,19.582
0,19.6
37.1,19.7099987654321
0,20.252
46.2,21.14599987654321
0,22.017
0,22.0499987654321
31.5,22.076
0,22.27
0,23.7679987654321
0,24.43399995884774
0,25.04199979423868
0,25.28
0,26.628
22.9,27.46199983539095
0,27.975
0,28.034
